household,person,age,maritalStatus,income,female,hispanic,race,edu
606178,1,32,Now married,41900,1,0,White,Some College
606178,2,35,Now married,38100,0,0,White,High School
606178,3,53,Never married,28300,1,1,Hispanic,Some College
606362,1,35,Now married,47600,0,0,White,Advanced Degree
606362,2,32,Now married,20900,1,0,White,Bachelors
606362,3,0,,,1,0,White,
606378,1,77,Widowed,41400,0,0,White,Bachelors
606384,1,66,Divorced,38000,1,0,White,Bachelors
606733,1,47,Now married,11100,1,0,White,Some College
606733,2,42,Now married,28000,0,0,White,High School
606733,3,53,Never married,50500,0,0,White,Bachelors
606855,1,50,Now married,12000,0,1,Hispanic,Less than High School
606855,2,42,Now married,1200,1,1,Hispanic,Less than High School
606855,3,20,Never married,0,1,1,Hispanic,High School
606855,4,9,,,0,1,Hispanic,Less than High School
606855,5,18,Never married,0,1,1,Hispanic,High School
606855,6,23,Now married,14000,0,1,Hispanic,Some College
606855,7,21,Now married,40010,1,1,Hispanic,High School
606857,1,48,Divorced,25300,1,0,White,Some College
606857,2,5,,,0,0,White,Less than High School
606857,3,48,Divorced,5300,0,0,White,Some College
606861,1,23,Never married,10000,0,0,White,Less than High School
606861,2,3,,,1,0,White,Less than High School
606861,3,23,Never married,7000,1,0,White,Some College
606909,1,64,Widowed,24020,1,0,White,Some College
606909,2,25,Now married,20800,1,0,White,High School
606909,3,9,,,1,1,Hispanic,Less than High School
607091,1,38,Now married,0,0,0,White,Some College
607091,2,36,Now married,35000,1,1,Hispanic,Bachelors
607247,1,20,Now married,4000,1,0,Black,High School
607247,2,22,Now married,37000,0,0,Black,Bachelors
607247,3,0,,,1,0,Black,
607250,1,63,Now married,30400,0,0,White,Advanced Degree
607250,2,59,Now married,4000,1,0,White,Some College
607250,3,31,Never married,24000,0,0,White,Some College
607322,1,21,Never married,30200,0,1,Hispanic,Less than High School
607322,2,23,Never married,24000,0,1,Hispanic,Less than High School
607322,3,39,Divorced,3800,1,1,Hispanic,Less than High School
607322,4,8,,,0,0,Other,Less than High School
607413,1,49,Never married,12000,0,0,White,Some College
607489,1,68,Divorced,23600,1,0,White,Advanced Degree
607489,2,82,Never married,66000,1,0,White,Advanced Degree
607596,1,70,Widowed,8930,1,0,White,Some College
607596,2,48,Never married,0,0,0,White,Bachelors
607952,1,49,Now married,326000,0,1,Hispanic,Advanced Degree
607952,2,48,Now married,11200,1,0,White,Some College
607952,3,23,Never married,600,0,1,Hispanic,Some College
607977,1,60,Now married,93000,0,0,White,Advanced Degree
607977,2,56,Now married,58000,1,0,White,Advanced Degree
607977,3,17,Never married,100,1,0,White,Less than High School
608099,1,36,Now married,35000,1,0,Asian,Some College
608099,2,48,Now married,35000,0,0,Asian,Some College
608099,3,19,Never married,0,1,0,Asian,Less than High School
608099,4,18,Never married,0,1,0,Asian,Less than High School
608099,5,14,,,1,0,Asian,Less than High School
608233,1,87,Now married,230,0,0,Asian,Advanced Degree
608233,2,54,Now married,325000,1,0,Asian,Advanced Degree
608481,1,39,Now married,16700,1,0,Other,High School
608481,2,18,Never married,2300,0,0,Other,High School
608481,3,17,Never married,2000,0,0,Other,Less than High School
608481,4,13,,,0,0,Other,Less than High School
608481,5,10,,,1,0,Other,Less than High School
608627,1,60,Now married,102000,0,0,White,Some College
608627,2,59,Now married,74000,1,0,White,Bachelors
608768,1,48,Now married,11220,1,0,White,Some College
608768,2,45,Now married,53000,0,0,White,Some College
608817,1,26,Now married,26000,0,0,White,Some College
608817,2,23,Now married,10000,1,0,White,High School
608817,3,3,,,1,0,White,Less than High School
608817,4,0,,,0,0,White,
608969,1,29,Never married,90000,0,0,Asian,Bachelors
609068,1,36,Now married,56500,0,0,White,Bachelors
609068,2,35,Now married,18000,1,0,White,Some College
609068,3,12,,,1,0,White,Less than High School
609289,1,31,Never married,67200,0,0,White,Bachelors
609289,2,25,Never married,40000,0,0,White,Bachelors
609429,1,64,Widowed,39400,0,0,White,High School
609669,1,65,Now married,88800,0,0,White,High School
609669,2,62,Now married,6200,1,1,Hispanic,High School
609817,1,55,Divorced,12000,1,0,White,Some College
609823,1,64,Now married,251000,0,0,White,Bachelors
609835,1,86,Now married,70200,0,0,White,Advanced Degree
609835,2,76,Now married,13910,1,0,White,Some College
609968,1,26,Never married,35000,0,0,White,High School
609968,2,34,Never married,24000,1,0,White,High School
609968,3,30,Never married,24000,1,0,White,High School
609968,4,27,Never married,20000,0,0,White,Some College
610286,1,31,Never married,77000,0,0,White,Some College
610401,1,32,Now married,28000,0,1,Hispanic,High School
610401,2,28,Now married,2000,1,1,Hispanic,Less than High School
610401,3,29,Never married,20000,0,1,Hispanic,High School
610401,4,7,,,1,1,Hispanic,Less than High School
610469,1,36,Now married,31000,0,0,White,High School
610469,2,32,Now married,35000,1,0,White,Some College
610469,3,1,,,0,0,White,
610570,1,83,Widowed,12200,1,0,White,Some College
610737,1,80,Never married,11090,1,0,White,High School
610765,1,51,Now married,52100,0,0,White,Bachelors
610765,2,52,Now married,56000,1,0,White,Advanced Degree
610765,3,27,Now married,35000,1,0,White,Bachelors
610867,1,72,Widowed,13700,1,0,White,Less than High School
611023,1,71,Widowed,41640,1,0,White,Some College
611397,1,43,Now married,33000,0,1,Hispanic,Less than High School
611397,2,39,Now married,1200,1,1,Hispanic,Less than High School
611397,3,16,Never married,2000,1,1,Hispanic,Less than High School
611397,4,15,Never married,5300,1,1,Hispanic,Less than High School
611397,5,14,,,1,1,Hispanic,Less than High School
611397,6,13,,,0,1,Hispanic,Less than High School
611397,7,6,,,1,1,Hispanic,Less than High School
611397,8,4,,,0,1,Hispanic,Less than High School
611397,9,27,Now married,0,0,1,Hispanic,Less than High School
611397,10,55,Never married,0,1,1,Hispanic,Less than High School
611491,1,84,Now married,58300,0,0,White,Some College
611491,2,74,Now married,5100,1,0,White,Less than High School
611561,1,84,Now married,38100,0,0,White,High School
611561,2,78,Now married,3800,1,0,White,Some College
611617,1,32,Now married,47600,0,0,White,Bachelors
611617,2,30,Now married,31000,1,0,White,Some College
611640,1,24,Now married,18800,0,0,Black,Some College
611640,2,21,Now married,800,1,0,Black,Some College
611640,3,1,,,0,0,Black,
611832,1,28,Never married,22000,0,1,Hispanic,Less than High School
611832,2,8,,,1,1,Hispanic,Less than High School
611832,3,5,,,0,1,Hispanic,Less than High School
611832,4,23,Divorced,12000,1,1,Hispanic,High School
611995,1,73,Now married,35500,1,0,White,Less than High School
611995,2,68,Now married,78300,0,0,White,High School
612004,1,75,Now married,23300,0,0,White,High School
612004,2,64,Now married,3500,1,0,Asian,Less than High School
612177,1,30,Now married,42610,0,0,White,Bachelors
612177,2,29,Now married,46510,1,0,White,Some College
612266,1,42,Now married,59000,1,0,White,High School
612266,2,44,Now married,50000,0,0,White,High School
612266,3,19,Never married,0,0,0,White,High School
612266,4,17,Never married,2500,0,0,White,Less than High School
612266,5,8,,,1,0,White,Less than High School
612350,1,66,Separated,47700,1,0,White,Bachelors
612439,1,72,Widowed,6100,1,0,White,High School
612598,1,33,Never married,40000,0,0,White,Some College
612670,1,55,Now married,30000,0,0,Black,High School
612670,2,45,Now married,8100,1,0,Black,Less than High School
612670,3,19,Never married,200,0,0,Black,High School
612742,1,83,Widowed,14900,1,0,White,High School
612824,1,37,Now married,101000,0,0,White,Advanced Degree
612824,2,37,Now married,10000,1,0,White,Advanced Degree
612824,3,6,,,1,0,White,Less than High School
612824,4,4,,,0,0,White,Less than High School
612909,1,61,Never married,60000,1,0,White,Advanced Degree
612909,2,46,Never married,56170,1,0,White,Advanced Degree
613081,1,35,Divorced,13000,1,0,White,High School
613081,2,14,,,1,0,White,Less than High School
613264,1,30,Now married,85000,0,0,White,Bachelors
613264,2,29,Now married,21200,1,0,White,Bachelors
613264,3,2,,,1,0,White,
613264,4,0,,,0,0,White,
613459,1,28,Now married,52600,0,0,White,Bachelors
613459,2,26,Now married,0,1,0,White,High School
613459,3,3,,,0,0,White,Less than High School
613459,4,2,,,0,0,White,
613622,1,42,Divorced,40000,1,0,White,Some College
613622,2,10,,,0,0,White,Less than High School
613622,3,38,Divorced,35000,0,0,White,High School
613630,1,75,Widowed,10500,1,0,White,Less than High School
613768,1,42,Separated,8000,0,0,White,Some College
613768,2,36,Never married,40000,0,0,White,Bachelors
613768,3,13,,,1,0,White,Less than High School
613900,1,41,Now married,80000,0,0,White,Bachelors
613900,2,41,Now married,6130,1,0,White,Advanced Degree
613900,3,11,,,0,0,White,Less than High School
613900,4,9,,,0,0,White,Less than High School
613900,5,7,,,0,0,White,Less than High School
614093,1,70,Widowed,33160,0,0,Black,Less than High School
614130,1,32,Now married,20000,0,0,White,High School
614130,2,25,Now married,0,1,0,White,Less than High School
614130,3,3,,,0,0,White,Less than High School
614194,1,31,Now married,40000,0,0,White,High School
614194,2,34,Now married,30000,1,0,White,High School
614261,1,84,Now married,20500,0,0,White,High School
614261,2,85,Now married,2600,1,0,White,Less than High School
614269,1,50,Now married,41000,0,0,White,Bachelors
614269,2,50,Now married,43000,1,0,White,Bachelors
614280,1,75,Now married,30100,0,0,White,Less than High School
614280,2,66,Now married,0,1,0,White,High School
614398,1,26,Now married,28000,0,0,White,Some College
614398,2,22,Now married,0,1,0,White,Less than High School
614398,3,3,,,1,0,White,Less than High School
614398,4,3,,,1,0,Other,Less than High School
614398,5,1,,,1,0,White,
614491,1,57,Divorced,311000,1,0,Asian,Advanced Degree
614743,1,69,Separated,10500,1,0,White,Some College
614743,2,38,Never married,0,0,0,White,High School
614776,1,69,Divorced,23950,0,0,White,High School
614873,1,30,Now married,55000,0,0,Other,High School
614873,2,30,Now married,19150,1,0,White,Some College
614996,1,49,Divorced,72000,0,0,White,Advanced Degree
614996,2,46,Divorced,28000,1,0,White,Some College
615041,1,39,Now married,70000,0,0,White,High School
615041,2,34,Now married,37000,1,0,White,Advanced Degree
615041,3,5,,,0,0,White,Less than High School
615041,4,2,,,0,0,White,
615041,5,76,Widowed,16000,1,0,White,Less than High School
615343,1,27,Now married,20000,0,0,White,High School
615343,2,39,Now married,9700,1,0,White,Some College
615343,3,13,,,1,0,White,Less than High School
615486,1,54,Divorced,20000,0,0,White,High School
615486,2,19,Never married,30000,0,0,White,Some College
615488,1,39,Never married,130000,0,0,White,Advanced Degree
615716,1,50,Divorced,30500,1,0,White,High School
615716,2,50,Never married,30000,0,0,White,Some College
615725,1,33,Divorced,21500,0,0,White,High School
616094,1,53,Now married,111260,0,0,Black,Less than High School
616094,2,41,Now married,23000,1,0,Black,High School
616094,3,11,,,0,0,Black,Less than High School
616094,4,27,Never married,38000,1,0,Black,Less than High School
616242,1,70,Divorced,11400,0,0,White,Less than High School
616242,2,65,Divorced,3300,1,0,White,Less than High School
616453,1,23,Separated,12300,1,0,White,High School
616453,2,2,,,1,0,White,
616508,1,43,Divorced,0,0,0,White,Some College
616508,2,37,Divorced,0,1,0,White,Some College
616616,1,55,Now married,46000,0,0,White,Advanced Degree
616616,2,52,Now married,0,1,0,White,Some College
616866,1,42,Now married,25600,1,0,White,Less than High School
616866,2,52,Now married,18700,0,0,White,High School
616902,1,50,Never married,4000,0,0,Black,Less than High School
616902,2,41,Never married,0,0,0,Black,Less than High School
616902,3,51,Now married,0,0,0,Black,Less than High School
616902,4,32,Never married,0,1,0,Black,High School
616902,5,40,Never married,0,0,0,Black,High School
616969,1,61,Never married,15000,1,0,Black,High School
616969,2,49,Never married,12600,0,0,Black,High School
617176,1,46,Never married,21400,0,0,White,Some College
617176,2,68,Widowed,7820,1,0,White,High School
617416,1,39,Now married,32000,1,0,White,High School
617416,2,36,Now married,25000,0,0,White,High School
617416,3,3,,,0,0,White,Less than High School
617416,4,3,,,0,0,White,Less than High School
617477,1,43,Now married,82300,0,0,White,Bachelors
617477,2,40,Now married,3000,1,0,White,Bachelors
617477,3,14,,,1,0,White,Less than High School
617477,4,11,,,1,0,White,Less than High School
617720,1,72,Widowed,8000,1,0,White,Less than High School
618413,1,22,Never married,24000,0,1,Hispanic,High School
618413,2,25,Never married,4000,0,1,Hispanic,Less than High School
618413,3,27,Never married,0,0,1,Hispanic,Less than High School
618413,4,19,Never married,0,0,1,Hispanic,Less than High School
618625,1,46,Divorced,29000,1,0,White,High School
618625,2,23,Never married,18000,0,0,White,Bachelors
618625,3,23,Never married,26000,0,0,White,High School
618625,4,21,Never married,16000,0,0,White,High School
618650,1,60,Now married,13700,0,0,White,Less than High School
618650,2,45,Now married,15000,1,0,White,Some College
618828,1,72,Widowed,19000,1,0,White,High School
618944,1,60,Now married,6900,0,0,White,Less than High School
618944,2,57,Now married,8700,1,0,White,High School
618944,3,77,Widowed,6000,1,0,White,Less than High School
619165,1,35,Now married,47500,0,0,Asian,Advanced Degree
619165,2,30,Now married,0,1,0,Asian,Bachelors
619165,3,3,,,0,0,Asian,Less than High School
619165,4,1,,,1,0,Asian,
619192,1,58,Divorced,25000,0,0,White,High School
619356,1,53,Now married,30000,0,0,White,Advanced Degree
619356,2,52,Now married,19000,1,0,White,Some College
619402,1,55,Widowed,48000,0,0,Black,Advanced Degree
619402,2,33,Never married,24000,0,0,Black,High School
619402,3,28,Never married,7800,1,0,Black,Bachelors
619461,1,42,Divorced,32000,0,0,White,High School
619580,1,20,Never married,360,0,0,White,Some College
619580,2,19,Never married,4200,0,0,White,Some College
619580,3,20,Never married,1600,0,0,White,Some College
619691,1,79,Widowed,40000,0,0,White,Less than High School
619694,1,46,Now married,70000,0,0,White,Bachelors
619694,2,42,Now married,0,1,0,White,High School
619694,3,11,,,1,0,White,Less than High School
619694,4,23,Never married,12000,0,0,White,High School
619722,1,63,Now married,54000,0,0,White,Advanced Degree
619722,2,63,Now married,0,1,0,White,High School
619913,1,40,Now married,16000,1,0,White,High School
619913,2,33,Now married,50000,0,0,White,Less than High School
619913,3,17,Never married,12200,1,0,White,Less than High School
619916,1,44,Now married,21300,0,0,White,Some College
619916,2,37,Now married,6700,1,0,White,Advanced Degree
619916,3,5,,,1,0,White,Less than High School
620095,1,32,Never married,3600,1,0,Black,Less than High School
620095,2,12,,,1,0,Black,Less than High School
620095,3,14,,,0,0,Black,Less than High School
620236,1,60,Now married,77090,0,0,White,Some College
620236,2,61,Now married,12200,1,0,White,Some College
620262,1,58,Divorced,16450,1,0,White,Less than High School
620355,1,17,Never married,2000,1,1,Hispanic,Less than High School
620355,2,32,Now married,2000,1,1,Hispanic,Some College
620355,3,4,,,0,1,Hispanic,Less than High School
620355,4,22,Now married,8000,0,1,Hispanic,Less than High School
620355,5,21,Now married,0,0,1,Hispanic,Less than High School
620355,6,17,Now married,0,1,1,Hispanic,Less than High School
620358,1,56,Now married,168000,0,0,White,Bachelors
620358,2,54,Now married,0,1,0,White,Bachelors
620544,1,32,Now married,25000,0,0,White,Some College
620544,2,33,Now married,12000,1,0,White,Bachelors
620544,3,4,,,0,0,White,Less than High School
620544,4,2,,,0,0,White,
620768,1,20,Never married,12000,1,0,White,Some College
620768,2,24,Never married,27000,0,0,White,High School
620768,3,23,Never married,10000,0,0,White,Less than High School
620773,1,59,Never married,41700,0,0,White,Advanced Degree
620773,2,54,Never married,46000,0,0,White,Advanced Degree
620793,1,30,Now married,75090,0,0,White,Bachelors
620793,2,30,Now married,19100,1,0,White,Bachelors
620793,3,3,,,0,0,White,Less than High School
620793,4,0,,,1,0,White,
620920,1,65,Now married,115000,0,0,White,Bachelors
620920,2,62,Now married,0,1,0,White,Some College
620992,1,75,Widowed,10100,1,0,White,High School
620995,1,63,Now married,40500,0,0,White,Some College
620995,2,51,Now married,51000,1,0,White,Some College
621040,1,39,Now married,33550,0,0,White,Some College
621040,2,36,Now married,22100,1,0,White,High School
621040,3,13,,,0,0,White,Less than High School
621040,4,8,,,0,0,White,Less than High School
621040,5,0,,,0,0,White,
621351,1,37,Now married,100000,0,0,White,Some College
621351,2,34,Now married,2600,1,0,White,Some College
621351,3,7,,,1,0,White,Less than High School
621351,4,6,,,0,0,White,Less than High School
621367,1,37,Divorced,25400,0,0,White,High School
621380,1,51,Now married,122700,0,0,White,Advanced Degree
621380,2,51,Now married,0,1,0,White,Some College
621528,1,32,Now married,9200,0,1,Hispanic,High School
621528,2,29,Now married,6000,1,0,White,High School
621528,3,12,,,1,0,White,Less than High School
621528,4,2,,,0,1,Hispanic,
621648,1,54,Now married,18000,0,0,Black,Less than High School
621648,2,41,Now married,0,1,0,Black,Less than High School
621655,1,57,Never married,61000,1,0,White,High School
621695,1,42,Never married,16100,0,0,White,High School
621695,2,40,Divorced,0,0,0,White,Less than High School
621698,1,93,Widowed,19700,1,0,White,High School
621752,1,29,Divorced,42000,0,0,White,Some College
621794,1,56,Now married,60000,0,0,White,Advanced Degree
621794,2,54,Now married,13000,1,0,White,Advanced Degree
621861,1,57,Divorced,57000,1,0,White,High School
621861,2,80,Widowed,13300,0,0,White,Less than High School
621957,1,41,Never married,28000,0,0,White,Some College
621957,2,43,Divorced,38000,1,0,White,High School
622186,1,49,Now married,31970,0,0,White,High School
622186,2,44,Now married,17700,1,0,Asian,High School
622186,3,24,Never married,13700,0,0,White,Some College
622186,4,17,Never married,1100,0,0,White,Less than High School
622277,1,23,Never married,18600,1,0,Black,Less than High School
622277,2,8,,,0,0,Black,Less than High School
622277,3,1,,,1,0,Black,
622346,1,36,Now married,36100,0,0,Black,Some College
622346,2,34,Now married,35000,1,0,Black,Some College
622346,3,17,Never married,3000,1,0,Black,Less than High School
622346,4,14,,,0,0,Black,Less than High School
622346,5,13,,,1,0,Black,Less than High School
622346,6,11,,,1,0,Black,Less than High School
622392,1,24,Now married,14200,0,0,Black,High School
622392,2,24,Now married,600,1,0,Black,Less than High School
622392,3,3,,,0,0,Black,Less than High School
622548,1,64,Now married,16600,1,0,White,High School
622548,2,78,Now married,11800,0,0,White,Less than High School
622548,3,20,Never married,5700,1,0,White,High School
622858,1,31,Widowed,310,0,0,White,Some College
622864,1,51,Now married,26000,0,0,White,Less than High School
622864,2,37,Now married,13000,1,0,White,Less than High School
622986,1,35,Divorced,37000,0,0,White,Some College
622986,2,7,,,1,0,White,Less than High School
623086,1,37,Now married,26000,0,0,Black,Bachelors
623086,2,38,Now married,49050,1,0,Black,Advanced Degree
623086,3,4,,,0,0,Black,Less than High School
623086,4,2,,,0,0,Black,
623143,1,59,Now married,17420,0,0,White,High School
623143,2,48,Now married,0,1,0,White,Less than High School
623151,1,75,Widowed,54400,1,0,White,Some College
623192,1,50,Now married,81000,0,0,White,Advanced Degree
623192,2,44,Now married,27000,1,0,White,Some College
623198,1,78,Now married,58200,0,0,White,Bachelors
623198,2,65,Now married,17000,1,0,White,Bachelors
623198,3,45,Never married,52000,1,0,White,Bachelors
623365,1,31,Divorced,56000,1,0,White,Bachelors
623540,1,76,Now married,25000,0,0,White,Some College
623540,2,68,Now married,25000,1,0,White,Some College
623540,3,32,Divorced,40000,0,0,White,High School
623805,1,54,Now married,23900,0,0,White,Less than High School
623805,2,54,Now married,12200,1,0,White,High School
624114,1,22,Never married,28300,0,0,White,Bachelors
624169,1,47,Now married,94100,0,0,Black,Some College
624169,2,47,Now married,23070,1,0,Black,High School
624169,3,23,Never married,5004,1,0,Black,Bachelors
624169,4,19,Never married,6000,0,0,Black,High School
624169,5,50,Divorced,0,0,0,Black,Less than High School
624272,1,72,Now married,57200,0,0,White,Some College
624272,2,71,Now married,5000,1,0,White,Some College
624294,1,24,Now married,36000,0,0,White,High School
624294,2,29,Now married,17000,1,0,White,Some College
624294,3,4,,,1,0,White,Less than High School
624359,1,53,Now married,53000,0,0,White,Bachelors
624359,2,53,Now married,35000,1,0,White,Bachelors
624381,1,53,Now married,74100,0,0,White,High School
624381,2,53,Now married,13700,1,0,White,Some College
624387,1,49,Now married,48100,0,0,White,Some College
624387,2,47,Now married,8000,1,0,White,Bachelors
624480,1,80,Now married,36180,0,0,White,Bachelors
624480,2,80,Now married,11000,1,0,White,Some College
624491,1,36,Now married,5000,0,0,White,Some College
624491,2,46,Now married,32000,1,0,White,Some College
624491,3,2,,,1,0,White,
624527,1,36,Now married,95000,0,0,White,Bachelors
624527,2,35,Now married,2400,1,1,Hispanic,Some College
624527,3,14,,,1,0,White,Less than High School
624527,4,11,,,1,0,White,Less than High School
624527,5,6,,,1,0,White,Less than High School
624572,1,54,Divorced,24000,1,0,White,Some College
624609,1,33,Now married,40000,1,0,White,Advanced Degree
624609,2,38,Now married,40000,0,0,White,Bachelors
624609,3,6,,,1,0,White,Less than High School
624609,4,4,,,1,0,White,Less than High School
624779,1,54,Divorced,31400,1,0,Black,Some College
624813,1,42,Now married,31400,0,0,Black,Some College
624813,2,44,Now married,46000,1,0,Black,Bachelors
624813,3,11,,,1,0,Black,Less than High School
624813,4,9,,,0,0,Black,Less than High School
625250,1,22,Never married,14000,1,0,White,Some College
625250,2,21,Never married,13500,0,0,White,High School
625395,1,32,Now married,75000,0,0,White,Bachelors
625395,2,29,Now married,78000,1,0,White,Bachelors
625408,1,29,Now married,24000,0,1,Hispanic,Less than High School
625408,2,30,Now married,0,1,1,Hispanic,Less than High School
625408,3,7,,,1,1,Hispanic,Less than High School
625408,4,5,,,1,1,Hispanic,Less than High School
625408,5,1,,,1,1,Hispanic,
625408,6,1,,,0,1,Hispanic,
625444,1,35,Never married,760,0,0,White,High School
625479,1,43,Now married,42900,0,0,Black,Bachelors
625479,2,40,Now married,33000,1,0,Black,Bachelors
625479,3,21,Never married,13300,1,0,Black,Some College
625479,4,11,,,0,0,Black,Less than High School
625479,5,1,,,1,0,Black,
625805,1,67,Separated,24000,0,0,White,High School
625961,1,27,Now married,8500,0,1,Hispanic,High School
625961,2,37,Now married,14000,1,1,Hispanic,Some College
625961,3,19,Never married,15300,0,1,Hispanic,Less than High School
625961,4,16,Never married,18000,0,1,Hispanic,Less than High School
625961,5,18,Never married,2000,0,1,Hispanic,Less than High School
625961,6,9,,,1,1,Hispanic,Less than High School
625961,7,62,Separated,0,1,1,Hispanic,High School
625961,8,0,,,0,1,Hispanic,
626029,1,31,Now married,109030,0,0,White,Bachelors
626029,2,31,Now married,33900,1,0,White,Bachelors
626029,3,3,,,0,0,White,Less than High School
626029,4,2,,,1,0,White,
626095,1,26,Now married,35520,1,0,White,Bachelors
626095,2,32,Now married,25620,0,0,White,Bachelors
626179,1,74,Now married,145600,0,0,White,Bachelors
626179,2,65,Now married,11900,1,0,White,Less than High School
626298,1,44,Widowed,103300,0,0,White,Bachelors
626298,2,12,,,1,0,White,Less than High School
626361,1,40,Now married,50000,0,1,Hispanic,High School
626361,2,44,Now married,19500,1,1,Hispanic,High School
626471,1,27,Now married,45000,0,1,Hispanic,Some College
626471,2,29,Now married,10000,1,1,Hispanic,Some College
626471,3,3,,,0,1,Hispanic,Less than High School
626471,4,1,,,0,1,Hispanic,
626497,1,58,Now married,89080,0,0,White,Some College
626497,2,57,Now married,13700,1,0,White,High School
626686,1,45,Now married,73000,0,0,White,Bachelors
626686,2,48,Now married,12700,1,0,White,Bachelors
626686,3,13,,,1,0,White,Less than High School
626686,4,10,,,0,0,White,Less than High School
626699,1,40,Now married,120200,0,0,White,Advanced Degree
626699,2,34,Now married,23300,1,0,White,Advanced Degree
626699,3,7,,,1,0,White,Less than High School
626699,4,5,,,0,0,White,Less than High School
626788,1,36,Now married,97000,0,0,Asian,Advanced Degree
626788,2,27,Now married,0,1,0,Asian,Bachelors
626788,3,3,,,1,0,Asian,Less than High School
626909,1,35,Now married,55000,0,0,White,Bachelors
626909,2,31,Now married,90000,1,0,White,Bachelors
626939,1,41,Divorced,27000,1,0,Black,Advanced Degree
626940,1,27,Now married,35000,0,0,White,Some College
626940,2,28,Now married,0,1,0,White,Some College
626940,3,1,,,0,0,White,
626951,1,61,Divorced,13000,1,0,Black,High School
627095,1,27,Now married,52000,0,0,White,Some College
627095,2,27,Now married,6000,1,0,White,Some College
627095,3,4,,,0,0,White,Less than High School
627095,4,0,,,0,0,White,
627123,1,40,Now married,32670,0,0,White,Some College
627123,2,36,Now married,41500,1,0,White,Some College
627123,3,16,Never married,0,0,0,White,Less than High School
627123,4,17,Never married,1400,0,0,White,Less than High School
627123,5,11,,,1,0,White,Less than High School
627123,6,9,,,1,0,White,Less than High School
627187,1,53,Now married,40000,0,0,White,Bachelors
627187,2,50,Now married,103000,1,0,White,Bachelors
627187,3,23,Never married,7000,1,0,White,Bachelors
627187,4,12,,,1,0,White,Less than High School
627205,1,27,Now married,33000,0,0,White,Bachelors
627205,2,28,Now married,33000,1,0,White,Bachelors
627205,3,1,,,1,0,White,
627205,4,52,Divorced,33000,0,0,White,Bachelors
627292,1,41,Now married,55000,0,0,Other,Some College
627292,2,40,Now married,6000,1,0,Other,Some College
627292,3,7,,,0,0,Other,Less than High School
627381,1,50,Now married,55000,0,0,White,Bachelors
627381,2,45,Now married,40000,1,0,White,Some College
627381,3,22,Never married,10000,1,0,White,Bachelors
627381,4,19,Never married,12000,0,0,White,Some College
627381,5,14,,,0,0,White,Less than High School
627381,6,13,,,0,0,White,Less than High School
627384,1,45,Now married,45000,0,0,White,High School
627384,2,48,Now married,0,1,0,White,High School
627384,3,13,,,1,0,Asian,Less than High School
627384,4,10,,,0,0,Asian,Less than High School
627397,1,79,Divorced,14700,1,0,White,Less than High School
627491,1,33,Now married,25000,1,0,Black,Bachelors
627491,2,38,Now married,38000,0,0,Black,Advanced Degree
627491,3,7,,,0,0,Black,Less than High School
627491,4,5,,,0,0,Black,Less than High School
627491,5,1,,,0,0,Black,
627566,1,37,Never married,54000,0,0,White,Some College
627574,1,28,Never married,38000,0,0,Black,Bachelors
627760,1,30,Now married,61000,0,0,White,Bachelors
627760,2,31,Now married,32000,1,0,White,Bachelors
627767,1,39,Now married,30500,0,0,White,Some College
627767,2,37,Now married,59000,1,0,White,Bachelors
628014,1,35,Now married,14400,0,0,Asian,Advanced Degree
628014,2,35,Now married,0,1,0,Asian,Advanced Degree
628014,3,7,,,0,0,Asian,Less than High School
628075,1,37,Never married,40000,0,0,White,Less than High School
628100,1,56,Divorced,45200,0,0,White,Bachelors
628404,1,47,Never married,52000,0,0,Black,High School
628406,1,31,Now married,58500,0,0,White,Bachelors
628406,2,31,Now married,0,1,0,White,Bachelors
628406,3,1,,,1,0,White,
628686,1,50,Now married,69000,1,0,White,Advanced Degree
628686,2,50,Now married,4700,0,0,White,Some College
628832,1,41,Never married,39800,1,0,White,Advanced Degree
628864,1,66,Now married,40000,0,0,White,Bachelors
628868,1,37,Never married,30000,1,0,White,Bachelors
629413,1,36,Now married,60050,0,0,White,Bachelors
629413,2,35,Now married,85000,1,0,White,Bachelors
629413,3,4,,,1,0,White,Less than High School
629522,1,64,Now married,123700,0,0,White,Bachelors
629522,2,50,Now married,44930,1,0,Other,Bachelors
629818,1,33,Now married,17000,1,1,Hispanic,Some College
629818,2,35,Now married,27000,0,1,Hispanic,Some College
629818,3,10,,,1,1,Hispanic,Less than High School
629818,4,8,,,0,1,Hispanic,Less than High School
629818,5,7,,,0,1,Hispanic,Less than High School
629822,1,39,Now married,45400,0,0,White,Some College
629822,2,36,Now married,23700,1,0,White,Some College
629976,1,29,Now married,48300,1,0,White,Bachelors
629976,2,29,Now married,54000,0,0,White,Bachelors
630152,1,48,Now married,32000,0,0,Black,Bachelors
630152,2,48,Now married,16000,1,0,Black,Bachelors
630152,3,33,Never married,0,1,0,Black,Less than High School
630191,1,61,Divorced,22500,1,0,Black,Some College
630191,2,15,Never married,0,0,0,Black,Less than High School
630274,1,49,Now married,16000,0,0,Black,Bachelors
630274,2,47,Now married,47000,1,0,Black,Bachelors
630274,3,14,,,0,0,Black,Less than High School
630274,4,17,Never married,0,1,0,Black,Less than High School
630347,1,29,Divorced,30500,1,0,Black,High School
630347,2,36,Divorced,32000,0,0,Black,Some College
630347,3,6,,,1,0,Black,Less than High School
630347,4,2,,,1,0,Black,
